      0.58057624E+06      0.18525878E+06      0.97470561E+00         0.80084E+01    0.90354E+00
      0.58060749E+06      0.18522902E+06      0.23483258E+01         0.10213E+02    0.10091E+01
      0.58046070E+06      0.18525887E+06      0.20003386E+01         0.80928E+01    0.90810E+00
      0.58045739E+06      0.18521969E+06      0.30202690E+01         0.84036E+01    0.92447E+00
      0.58047920E+06      0.18520731E+06      0.14265400E+01         0.11020E+02    0.10422E+01
      0.58059356E+06      0.18529173E+06     -0.56968258E+00         0.84084E+01    0.92471E+00
      0.58058125E+06      0.18523911E+06      0.28809849E+01         0.66738E+01    0.82437E+00
      0.58058086E+06      0.18528356E+06     -0.70475110E-01         0.82869E+01    0.91839E+00
      0.58057896E+06      0.18525957E+06      0.29264839E+00         0.17838E+02    0.12514E+01
      0.58054528E+06      0.18524976E+06      0.21936881E+01         0.32585E+02    0.15130E+01
      0.58051096E+06      0.18528897E+06     -0.22750432E+00         0.35946E+01    0.55565E+00
      0.58061435E+06      0.18519976E+06      0.33722765E+01         0.10885E+02    0.10368E+01
      0.58058805E+06      0.18519812E+06      0.34843611E+01         0.28967E+01    0.46190E+00
      0.58057985E+06      0.18519809E+06      0.31754203E+01         0.30396E+01    0.48281E+00
      0.58053647E+06      0.18529323E+06     -0.32500419E+00         0.18389E+01    0.26457E+00
      0.58043938E+06      0.18524465E+06      0.31391301E+01         0.92431E+01    0.96582E+00
      0.58060891E+06      0.18522997E+06      0.18178444E+01         0.10488E+02    0.10207E+01
      0.58047504E+06      0.18520633E+06     -0.62735053E+01         0.13173E+02    0.11197E+01
      0.58046089E+06      0.18525770E+06      0.12426966E+01         0.81239E+01    0.90977E+00
      0.58062077E+06      0.18523033E+06      0.11863546E+01         0.11845E+02    0.10735E+01
      0.58061646E+06      0.18521560E+06      0.28441559E+01         0.11246E+02    0.10510E+01
      0.58055896E+06      0.18521499E+06      0.39476045E+01         0.55607E+02    0.17451E+01
      0.58055879E+06      0.18525823E+06      0.10303514E+01         0.25035E+02    0.13986E+01
      0.58061625E+06      0.18527026E+06      0.10240821E+01         0.10832E+02    0.10347E+01
      0.58057198E+06      0.18525074E+06     -0.48345342E+01         0.19232E+02    0.12840E+01
      0.58052980E+06      0.18526213E+06      0.12982344E+01         0.72893E+03    0.28627E+01
      0.58057067E+06      0.18524331E+06      0.19530593E+01         0.28502E+02    0.14549E+01
      0.58044929E+06      0.18520832E+06      0.26201233E+01         0.10352E+02    0.10150E+01
      0.58052756E+06      0.18525166E+06      0.27352731E+01         0.27456E+02    0.14386E+01
      0.58056197E+06      0.18527439E+06     -0.57370597E+00         0.11046E+02    0.10432E+01
      0.58059693E+06      0.18519678E+06      0.29836433E+01         0.63317E+01    0.80152E+00
      0.58062868E+06      0.18521061E+06     -0.72700770E+01         0.12679E+02    0.11031E+01
      0.58059956E+06      0.18523107E+06     -0.11203597E+02         0.12996E+02    0.11138E+01
      0.58053958E+06      0.18525373E+06      0.19758888E+01         0.58479E+01    0.76700E+00
      0.58061833E+06      0.18524867E+06      0.17086066E+01         0.11604E+02    0.10646E+01
      0.58046372E+06      0.18527490E+06     -0.16877245E+02         0.97184E+01    0.98759E+00
      0.58056209E+06      0.18527825E+06     -0.83937920E+00         0.74228E+01    0.87057E+00
      0.58048738E+06      0.18528084E+06      0.11584816E+01         0.34165E+01    0.53358E+00
      0.58052794E+06      0.18523066E+06      0.37259871E+01         0.20176E+02    0.13048E+01
      0.58046643E+06      0.18523525E+06      0.32592708E+01         0.65701E+01    0.81757E+00
      0.58057045E+06      0.18524395E+06      0.18880091E+01         0.26220E+02    0.14186E+01
      0.58055634E+06      0.18527554E+06     -0.31330517E+00         0.87005E+01    0.93954E+00
      0.58060471E+06      0.18527452E+06      0.62332422E+00         0.10154E+02    0.10066E+01
      0.58046169E+06      0.18522610E+06      0.34006815E+01         0.59178E+01    0.77216E+00
      0.58050234E+06      0.18527175E+06      0.11300730E+01         0.76815E+01    0.88545E+00
      0.58059273E+06      0.18522448E+06      0.27943175E+01         0.76316E+01    0.88262E+00
      0.58050496E+06      0.18519327E+06      0.15633339E+01         0.85342E+01    0.93116E+00
      0.58046206E+06      0.18524056E+06      0.27617800E+01         0.77368E+01    0.88856E+00
      0.58043973E+06      0.18524619E+06      0.30652943E+01         0.92278E+01    0.96510E+00
      0.58044447E+06      0.18520484E+06     -0.52618055E+01         0.10786E+02    0.10328E+01
      0.58053189E+06      0.18523280E+06      0.43465518E+01         0.53955E+02    0.17320E+01
      0.58061689E+06      0.18525511E+06      0.15894481E+01         0.11252E+02    0.10512E+01
      0.58053863E+06      0.18529279E+06     -0.32417763E+00         0.16653E+01    0.22150E+00
      0.58052777E+06      0.18526237E+06      0.16189740E+01         0.64632E+03    0.28104E+01
      0.58046674E+06      0.18519004E+06      0.15563837E+01         0.11597E+02    0.10643E+01
      0.58058645E+06      0.18528322E+06     -0.65949333E+00         0.87506E+01    0.94204E+00
      0.58044947E+06      0.18522404E+06     -0.23337038E+02         0.13158E+02    0.11192E+01
      0.58062274E+06      0.18523090E+06      0.20523415E+01         0.11992E+02    0.10789E+01
      0.58057621E+06      0.18525115E+06      0.11467741E+01         0.84845E+01    0.92862E+00
      0.58045774E+06      0.18521152E+06      0.30002815E+01         0.98474E+01    0.99332E+00
      0.58053460E+06      0.18526946E+06      0.88335703E+00         0.36105E+02    0.15576E+01
      0.58051395E+06      0.18526336E+06      0.21675623E+01         0.82698E+02    0.19175E+01
      0.58061797E+06      0.18522497E+06      0.22502220E+01         0.11594E+02    0.10642E+01
      0.58044248E+06      0.18520629E+06      0.28463425E+01         0.10406E+02    0.10173E+01
      0.58050169E+06      0.18523280E+06      0.41363241E+01         0.64136E+02    0.18071E+01
      0.58043971E+06      0.18530189E+06      0.18223822E+00         0.83300E+01    0.92065E+00
      0.58047909E+06      0.18521634E+06      0.20109712E+01         0.56492E+01    0.75199E+00
      0.58050664E+06      0.18525619E+06      0.29864722E+01         0.53476E+02    0.17282E+01
      0.58058107E+06      0.18521706E+06      0.40214097E+01         0.90677E+01    0.95750E+00
      0.58059029E+06      0.18527195E+06     -0.74335101E+01         0.10507E+02    0.10215E+01
      0.58061600E+06      0.18525166E+06      0.16383421E+01         0.11366E+02    0.10556E+01
      0.58051304E+06      0.18527482E+06      0.11041555E+01         0.27732E+01    0.44299E+00
      0.58058638E+06      0.18523485E+06      0.34006002E+01         0.56255E+01    0.75016E+00
      0.58048085E+06      0.18521376E+06     -0.14886332E+02         0.25753E+02    0.14108E+01
      0.58057300E+06      0.18528856E+06     -0.67930678E+00         0.63485E+01    0.80267E+00
      0.58047299E+06      0.18517577E+06      0.17089010E+01         0.10220E+02    0.10095E+01
      0.58044941E+06      0.18526437E+06      0.21537602E+01         0.87517E+01    0.94209E+00
      0.58054589E+06      0.18520863E+06      0.30520641E+01         0.32174E+02    0.15075E+01
      0.58044876E+06      0.18527778E+06      0.12968943E+01         0.84645E+01    0.92760E+00
      0.58053028E+06      0.18523033E+06      0.43874805E+01         0.19121E+02    0.12815E+01
      0.58049037E+06      0.18519483E+06      0.10734059E+01         0.11485E+02    0.10601E+01
      0.58061072E+06      0.18520422E+06      0.32605524E+01         0.10396E+02    0.10169E+01
      0.58058271E+06      0.18521572E+06      0.39623536E+01         0.77862E+01    0.89133E+00
      0.58046583E+06      0.18523795E+06      0.25750389E+01         0.72807E+01    0.86217E+00
      0.58048250E+06      0.18527459E+06      0.21399318E+01         0.43998E+01    0.64343E+00
      0.58063072E+06      0.18529475E+06      0.46716342E+00         0.10141E+02    0.10061E+01
      0.58055643E+06      0.18525245E+06      0.19699748E+01         0.15261E+03    0.21836E+01
      0.58044300E+06      0.18522248E+06     -0.23466034E+02         0.12089E+02    0.10824E+01
      0.58058578E+06      0.18522690E+06      0.35633708E+01         0.65661E+01    0.81731E+00
      0.58044787E+06      0.18526103E+06      0.18619448E+01         0.88435E+01    0.94662E+00
      0.58059510E+06      0.18526243E+06     -0.55788134E+01         0.90641E+01    0.95732E+00
      0.58056152E+06      0.18527779E+06     -0.83937920E+00         0.76341E+01    0.88276E+00
      0.58055277E+06      0.18523987E+06      0.33510512E+01         0.16393E+03    0.22147E+01
      0.58062100E+06      0.18526099E+06      0.17984825E+01         0.11439E+02    0.10584E+01
      0.58051318E+06      0.18530657E+06     -0.61114304E+00         0.39911E+01    0.60110E+00
      0.58056888E+06      0.18523226E+06      0.35032399E+01         0.37696E+02    0.15763E+01
      0.58051892E+06      0.18527394E+06      0.77631927E+00         0.29167E+01    0.46490E+00
      0.58056314E+06      0.18528045E+06     -0.83937920E+00         0.65443E+01    0.81587E+00
      0.58051628E+06      0.18527048E+06      0.89154293E+00         0.16453E+02    0.12162E+01
      0.58061885E+06      0.18525275E+06      0.19418085E+01         0.11530E+02    0.10618E+01
      0.58053287E+06      0.18526338E+06      0.10566174E+01         0.82278E+03    0.29153E+01
      0.58062312E+06      0.18529654E+06      0.62072002E+00         0.98422E+01    0.99309E+00
      0.58045296E+06      0.18524113E+06      0.29137157E+01         0.83702E+01    0.92273E+00
      0.58060885E+06      0.18521634E+06      0.27780678E+01         0.10257E+02    0.10110E+01
      0.58060882E+06      0.18520621E+06      0.25325002E+01         0.10034E+02    0.10015E+01
      0.58044727E+06      0.18517882E+06      0.14304318E+01         0.11050E+02    0.10434E+01
      0.58053568E+06      0.18526105E+06      0.13241142E+01         0.32638E+03    0.25137E+01
      0.58045923E+06      0.18526379E+06      0.19111124E+01         0.82043E+01    0.91404E+00
      0.58054611E+06      0.18519846E+06      0.19168347E+01         0.27707E+02    0.14426E+01
      0.58047734E+06      0.18525288E+06     -0.16681973E+02         0.19144E+02    0.12820E+01
      0.58045143E+06      0.18525284E+06     -0.72462691E+01         0.92298E+01    0.96519E+00
      0.58053170E+06      0.18529050E+06     -0.56177622E+00         0.24058E+01    0.38126E+00
      0.58056449E+06      0.18521554E+06      0.44451806E+01         0.34233E+02    0.15344E+01
      0.58053524E+06      0.18519296E+06      0.91902957E+00         0.93816E+01    0.97228E+00
      0.58055970E+06      0.18528642E+06     -0.64787761E+00         0.34691E+01    0.54021E+00
      0.58061335E+06      0.18528518E+06      0.54019609E+00         0.10101E+02    0.10044E+01
      0.58044553E+06      0.18517916E+06      0.26937301E+01         0.11047E+02    0.10432E+01
      0.58052904E+06      0.18525086E+06      0.22968997E+01         0.14000E+02    0.11461E+01
      0.58056981E+06      0.18523062E+06      0.36778434E+01         0.41248E+02    0.16154E+01
