  580490.310       1.900       0.000
  580505.440       1.570       0.000
  580488.410       1.970       0.000
  580503.580       1.600       0.000
  580486.520       1.930       0.000
  580501.670       1.670       0.000
  580484.640       1.960       0.000
  580499.800       1.710       0.000
  580482.730       2.010       0.000
  580497.910       1.720       0.000
  580480.840       2.030       0.000
  580496.020       1.770       0.000
  580478.940       2.060       0.000
  580494.140       1.760       0.000
  580477.120       2.100       0.000
  580492.240       1.850       0.000
  580520.670       1.570       0.000
  580535.840       1.590       0.000
  580518.780       1.590       0.000
  580533.910       1.700       0.000
  580516.880       1.600       0.000
  580532.030       1.710       0.000
  580514.980       1.520       0.000
  580530.170       1.650       0.000
  580513.050       1.560       0.000
  580528.210       1.620       0.000
  580511.200       1.530       0.000
  580526.330       1.680       0.000
  580509.250       1.510       0.000
  580524.420       1.630       0.000
  580507.300       1.570       0.000
  580522.550       1.640       0.000
  580594.690       2.150       0.000
  580579.490       1.560       0.000
  580596.590       2.290       0.000
  580581.370       1.590       0.000
  580598.470       2.400       0.000
  580583.310       1.660       0.000
  580600.370       2.560       0.000
  580585.220       1.750       0.000
  580602.250       2.630       0.000
  580587.100       1.760       0.000
  580604.170       2.720       0.000
  580589.020       1.890       0.000
  580606.090       2.850       0.000
  580590.890       1.920       0.000
  580607.940       3.000       0.000
  580592.800       2.030       0.000
  580564.310       1.530       0.000
  580549.100       1.560       0.000
  580566.210       1.530       0.000
  580551.000       1.560       0.000
  580568.120       1.550       0.000
  580552.890       1.540       0.000
  580569.950       1.570       0.000
  580554.790       1.510       0.000
  580571.860       1.580       0.000
  580556.700       1.540       0.000
  580573.790       1.580       0.000
  580558.560       1.530       0.000
  580575.710       1.490       0.000
  580560.510       1.530       0.000
  580577.610       1.530       0.000
  580562.430       1.510       0.000
  580537.740       1.610       0.000
  580539.670       1.590       0.000
  580541.560       1.600       0.000
  580547.190       1.550       0.000
  580545.310       1.580       0.000
  580543.410       1.580       0.000
